"Blooket
Import Template",,,,,,,
918,"If snakes are happy, then dogs are NOT pious.

What is the inverse?","If dogs are pious, then snakes are NOT happy.","If snakes are NOT happy, then dogs are pious.","If dogs are NOT pious, then snakes are NOT happy.","If dogs are NOT pious, then snakes are happy.",30,2
919,"If narwhals are NOT outgoing, then umbrellas are transient.

What is the contrapositive?","If umbrellas are NOT transient, then narwhals are NOT outgoing.","If narwhals are outgoing, then umbrellas are NOT transient.","If umbrellas are NOT transient, then narwhals are outgoing.","If umbrellas are transient, then narwhals are NOT outgoing.",30,3
920,"If xylophones are NOT weak, then umbrellas are NOT dangerous.

What is the converse?","If umbrellas are NOT dangerous, then xylophones are NOT weak.","If xylophones are weak, then umbrellas are NOT dangerous.","If umbrellas are dangerous, then xylophones are weak.","If xylophones are weak, then umbrellas are dangerous.",30,1
921,"If violins are NOT menacing, then mice are killers.

What is the inverse?","If mice are NOT killers, then violins are menacing.","If mice are killers, then violins are NOT menacing.","If mice are killers, then violins are menacing.","If violins are menacing, then mice are NOT killers.",30,4
922,"If kangaroos are xenophobic, then violins are umpires.

What is the contrapositive?","If violins are NOT umpires, then kangaroos are NOT xenophobic.","If kangaroos are NOT xenophobic, then violins are NOT umpires.","If violins are umpires, then kangaroos are xenophobic.","If kangaroos are NOT xenophobic, then violins are umpires.",30,1
923,"If xylophones are awesome, then giraffes are NOT pious.

What is the converse?","If giraffes are pious, then xylophones are NOT awesome.","If giraffes are NOT pious, then xylophones are NOT awesome.","If xylophones are NOT awesome, then giraffes are pious.","If giraffes are NOT pious, then xylophones are awesome.",30,4
924,"If jaguars are outgoing, then kangaroos are NOT queens.

What is the converse?","If jaguars are NOT outgoing, then kangaroos are queens.","If kangaroos are queens, then jaguars are NOT outgoing.","If jaguars are outgoing, then kangaroos are queens.","If kangaroos are NOT queens, then jaguars are outgoing.",30,4
925,"If narwhals are NOT awesome, then ponies are jealous.

What is the inverse?","If narwhals are NOT awesome, then ponies are NOT jealous.","If ponies are jealous, then narwhals are NOT awesome.","If narwhals are awesome, then ponies are NOT jealous.","If ponies are NOT jealous, then narwhals are awesome.",30,3
926,"If cats are NOT indigo, then llamas are killers.

What is the inverse?","If llamas are killers, then cats are NOT indigo.","If llamas are killers, then cats are indigo.","If llamas are NOT killers, then cats are indigo.","If cats are indigo, then llamas are NOT killers.",30,4
927,"If quokkas are NOT red, then tulips are NOT xenophobic.

What is the inverse?","If quokkas are red, then tulips are NOT xenophobic.","If tulips are xenophobic, then quokkas are red.","If tulips are NOT xenophobic, then quokkas are NOT red.","If quokkas are red, then tulips are xenophobic.",30,4
928,"If bugs are NOT green, then llamas are NOT xenophobic.

What is the inverse?","If llamas are NOT xenophobic, then bugs are NOT green.","If bugs are green, then llamas are xenophobic.","If llamas are xenophobic, then bugs are green.","If llamas are NOT xenophobic, then bugs are green.",30,2
929,"If narwhals are NOT furious, then ponies are lame.

What is the contrapositive?","If ponies are NOT lame, then narwhals are furious.","If ponies are NOT lame, then narwhals are NOT furious.","If narwhals are furious, then ponies are NOT lame.","If ponies are lame, then narwhals are NOT furious.",30,1
930,"If hawks are umpires, then snakes are zombies.

What is the converse?","If snakes are zombies, then hawks are umpires.","If hawks are NOT umpires, then snakes are NOT zombies.","If snakes are NOT zombies, then hawks are NOT umpires.","If snakes are zombies, then hawks are NOT umpires.",30,1
931,"If apples are blue, then ponies are NOT umpires.

What is the contrapositive?","If apples are NOT blue, then ponies are umpires.","If ponies are umpires, then apples are blue.","If ponies are NOT umpires, then apples are blue.","If ponies are umpires, then apples are NOT blue.",30,4
932,"If flowers are NOT sly, then narwhals are green.

What is the contrapositive?","If narwhals are NOT green, then flowers are sly.","If flowers are NOT sly, then narwhals are NOT green.","If narwhals are green, then flowers are NOT sly.","If flowers are sly, then narwhals are NOT green.",30,1
933,"If giraffes are xenophobic, then violins are zombies.

What is the inverse?","If violins are zombies, then giraffes are NOT xenophobic.","If violins are NOT zombies, then giraffes are NOT xenophobic.","If giraffes are NOT xenophobic, then violins are NOT zombies.","If violins are zombies, then giraffes are xenophobic.",30,3
934,"If flowers are NOT menacing, then insects are red.

What is the inverse?","If flowers are menacing, then insects are NOT red.","If insects are NOT red, then flowers are menacing.","If flowers are menacing, then insects are red.","If insects are red, then flowers are NOT menacing.",30,1
935,"If mice are NOT nice, then insects are NOT red.

What is the inverse?","If mice are nice, then insects are red.","If insects are NOT red, then mice are NOT nice.","If insects are red, then mice are nice.","If insects are NOT red, then mice are nice.",30,1
936,"If owls are NOT outgoing, then xylophones are indigo.

What is the converse?","If owls are outgoing, then xylophones are NOT indigo.","If xylophones are NOT indigo, then owls are outgoing.","If xylophones are indigo, then owls are NOT outgoing.","If owls are NOT outgoing, then xylophones are NOT indigo.",30,3
937,"If llamas are NOT blue, then snakes are NOT jealous.

What is the converse?","If snakes are NOT jealous, then llamas are blue.","If snakes are NOT jealous, then llamas are NOT blue.","If snakes are jealous, then llamas are blue.","If llamas are blue, then snakes are jealous.",30,2
938,"If umbrellas are NOT xenophobic, then quokkas are yellow.

What is the inverse?","If quokkas are NOT yellow, then umbrellas are NOT xenophobic.","If quokkas are yellow, then umbrellas are NOT xenophobic.","If quokkas are NOT yellow, then umbrellas are xenophobic.","If umbrellas are xenophobic, then quokkas are NOT yellow.",30,4
939,"If xylophones are NOT xenophobic, then whales are umpires.

What is the inverse?","If xylophones are xenophobic, then whales are NOT umpires.","If xylophones are xenophobic, then whales are umpires.","If whales are NOT umpires, then xylophones are xenophobic.","If whales are umpires, then xylophones are NOT xenophobic.",30,1
940,"If tulips are NOT queens, then whales are NOT killers.

What is the contrapositive?","If whales are killers, then tulips are queens.","If tulips are NOT queens, then whales are killers.","If tulips are queens, then whales are killers.","If whales are NOT killers, then tulips are NOT queens.",30,1
941,"If hawks are NOT indigo, then violins are NOT curious.

What is the inverse?","If hawks are indigo, then violins are NOT curious.","If violins are curious, then hawks are indigo.","If hawks are indigo, then violins are curious.","If violins are NOT curious, then hawks are NOT indigo.",30,3
942,"If whales are red, then llamas are NOT curious.

What is the inverse?","If whales are NOT red, then llamas are curious.","If llamas are curious, then whales are red.","If llamas are NOT curious, then whales are red.","If llamas are curious, then whales are NOT red.",30,1
943,"If dogs are NOT blue, then llamas are NOT jealous.

What is the contrapositive?","If llamas are NOT jealous, then dogs are NOT blue.","If dogs are blue, then llamas are jealous.","If llamas are jealous, then dogs are blue.","If llamas are jealous, then dogs are NOT blue.",30,3
944,"If tulips are nice, then bugs are NOT curious.

What is the contrapositive?","If bugs are NOT curious, then tulips are NOT nice.","If bugs are curious, then tulips are NOT nice.","If tulips are NOT nice, then bugs are curious.","If bugs are NOT curious, then tulips are nice.",30,2
945,"If jaguars are umpires, then xylophones are nice.

What is the converse?","If xylophones are nice, then jaguars are NOT umpires.","If jaguars are NOT umpires, then xylophones are NOT nice.","If xylophones are nice, then jaguars are umpires.","If xylophones are NOT nice, then jaguars are NOT umpires.",30,3
946,"If snakes are NOT dangerous, then kangaroos are menacing.

What is the converse?","If snakes are dangerous, then kangaroos are NOT menacing.","If kangaroos are menacing, then snakes are dangerous.","If kangaroos are NOT menacing, then snakes are dangerous.","If kangaroos are menacing, then snakes are NOT dangerous.",30,4
947,"If elephants are outgoing, then cats are NOT queens.

What is the converse?","If cats are NOT queens, then elephants are outgoing.","If cats are queens, then elephants are outgoing.","If cats are queens, then elephants are NOT outgoing.","If elephants are NOT outgoing, then cats are queens.",30,1
948,"If quokkas are NOT jealous, then elephants are enigmatic.

What is the inverse?","If elephants are NOT enigmatic, then quokkas are jealous.","If quokkas are NOT jealous, then elephants are NOT enigmatic.","If elephants are enigmatic, then quokkas are NOT jealous.","If quokkas are jealous, then elephants are NOT enigmatic.",30,4
949,"If umbrellas are NOT blue, then quokkas are NOT happy.

What is the inverse?","If umbrellas are NOT blue, then quokkas are happy.","If quokkas are happy, then umbrellas are blue.","If quokkas are NOT happy, then umbrellas are NOT blue.","If umbrellas are blue, then quokkas are happy.",30,4
950,"If llamas are violent, then elephants are happy.

What is the inverse?","If elephants are NOT happy, then llamas are NOT violent.","If elephants are happy, then llamas are violent.","If llamas are NOT violent, then elephants are happy.","If llamas are NOT violent, then elephants are NOT happy.",30,4
951,"If jaguars are NOT curious, then snakes are NOT enigmatic.

What is the inverse?","If snakes are enigmatic, then jaguars are curious.","If jaguars are curious, then snakes are enigmatic.","If jaguars are curious, then snakes are NOT enigmatic.","If snakes are NOT enigmatic, then jaguars are NOT curious.",30,2
952,"If xylophones are blue, then violins are NOT green.

What is the inverse?","If violins are green, then xylophones are blue.","If violins are green, then xylophones are NOT blue.","If violins are NOT green, then xylophones are blue.","If xylophones are NOT blue, then violins are green.",30,4
